genres,movie_id,original_language,production_companies,production_countries,release_date,spoken_languages,standardised_revenue,standardised_budget,standardised_popularity,standardised_vote_count,standardised_runtime,standardised_vote_average
"[{""id"": 35, ""name"": ""Comedy""}]",55465,en,"[{""name"": ""New Line Cinema"", ""id"": 12}, {""name"": ""Mandate Pictures"", ""id"": 771}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",Friday,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",-0.287819361,-0.246671169,-0.110647023,-0.293392296,0.04971449,-0.077156053
"[{""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 9648, ""name"": ""Mystery""}]",617,en,"[{""name"": ""Columbia Pictures"", ""id"": 5}, {""name"": ""Mandalay Entertainment"", ""id"": 1236}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",Friday,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",-0.09247763,-0.222114655,0.111567102,-0.199433665,0.04971449,0.173971475
"[{""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 9648, ""name"": ""Mystery""}]",19904,en,"[{""name"": ""Screen Gems"", ""id"": 3287}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",Friday,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",-0.505109315,-0.713244949,-0.426439386,-0.423800395,-0.259856545,-0.57941111
"[{""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",48289,en,"[{""name"": ""Miramax Films"", ""id"": 14}, {""name"": ""Marv Films"", ""id"": 5374}, {""name"": ""Pioneer Pictures"", ""id"": 9217}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",Sunday,"[{""iso_639_1"": ""ru"", ""name"": ""P\u0443\u0441\u0441\u043a\u0438\u0439""}, {""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""de"", ""name"": ""Deutsch""}]",-0.22488593,-0.222114655,-0.208520276,-0.350901458,0.270836658,0.173971475
"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}, {""id"": 10402, ""name"": ""Music""}]",243,en,"[{""name"": ""Buena Vista"", ""id"": 32}, {""name"": ""Touchstone Pictures"", ""id"": 9195}]","[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",Friday,"[{""iso_639_1"": ""da"", ""name"": ""Dansk""}, {""iso_639_1"": ""en"", ""name"": ""English""}]",-0.215737253,0.023450492,0.078281511,-0.050395837,0.270836658,0.759935709
"[{""id"": 27, ""name"": ""Horror""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 53, ""name"": ""Thriller""}]",6933,en,"[{""name"": ""Intermedia Films"", ""id"": 763}, {""name"": ""Alcon Entertainment"", ""id"": 1088}, {""name"": ""Kadokawa Pictures"", ""id"": 2073}, {""name"": ""Equity Pictures Medienfonds GmbH & Co. KG IV"", ""id"": 20363}]","[{""iso_3166_1"": ""DE"", ""name"": ""Germany""}, {""iso_3166_1"": ""JP"", ""name"": ""Japan""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",Friday,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",-0.505109315,-0.222114655,-0.283944716,-0.420560443,-0.878998615,-1.165375343
"[{""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",17182,en,"[{""name"": ""Paramount Pictures"", ""id"": 4}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",Friday,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}, {""iso_639_1"": ""ko"", ""name"": ""\ud55c\uad6d\uc5b4/\uc870\uc120\ub9d0""}, {""iso_639_1"": ""es"", ""name"": ""Espa\u00f1ol""}]",-0.505109315,-0.222114655,-0.549897891,-0.508039168,-0.259856545,-0.244574405
"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}]",8848,en,"[{""name"": ""Atlas Entertainment"", ""id"": 507}, {""name"": ""Mosaic Media Group"", ""id"": 748}, {""name"": ""Omnilab Media"", ""id"": 2729}, {""name"": ""Relativity Media"", ""id"": 7295}, {""name"": ""Skyline (Baker St)"", ""id"": 37774}]","[{""iso_3166_1"": ""AU"", ""name"": ""Australia""}, {""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",Thursday,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",-0.1070745,-0.222114655,0.279584855,0.005493349,0.226612225,0.425099004
"[{""id"": 878, ""name"": ""Science Fiction""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",38,en,"[{""name"": ""Anonymous Content"", ""id"": 10039}, {""name"": ""This Is That Productions"", ""id"": 10059}, {""name"": ""Focus Features"", ""id"": 10146}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",Friday,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",-0.061418953,-0.222114655,1.099713096,2.399008472,0.04971449,1.513318294
"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",38303,en,"[{""name"": ""Oops Doughnuts Productions"", ""id"": 5698}, {""name"": ""Touchstone Pictures"", ""id"": 9195}, {""name"": ""Frontier Pictures"", ""id"": 11837}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",Friday,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",-0.308585811,-0.222114655,-0.048075068,-0.260992768,-0.08295881,-0.077156053
"[{""id"": 28, ""name"": ""Action""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",1266,en,"[{""name"": ""Fox Searchlight Pictures"", ""id"": 43}, {""name"": ""Regency Enterprises"", ""id"": 508}, {""name"": ""Dune Entertainment III"", ""id"": 6332}, {""name"": ""Emmett/Furla Films"", ""id"": 10405}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",Thursday,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""tr"", ""name"": ""T\u00fcrk\u00e7e""}]",-0.102487208,-0.222114655,-0.088803334,-0.265042709,0.093938924,0.173971475
"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 28, ""name"": ""Action""}, {""id"": 878, ""name"": ""Science Fiction""}]",107985,en,"[{""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""Big Talk Productions"", ""id"": 443}, {""name"": ""Focus Features"", ""id"": 10146}, {""name"": ""Working Title Films"", ""id"": 10163}]","[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}]",Thursday,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",-0.222104848,-0.222114655,1.083467451,0.88109059,0.093938924,0.50880818
"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 53, ""name"": ""Thriller""}]",14043,en,"[{""name"": ""Virtual Studios"", ""id"": 449}, {""name"": ""Jerry Weintraub Productions"", ""id"": 2596}, {""name"": ""Warner Bros."", ""id"": 6194}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",Friday,"[{""iso_639_1"": ""cs"", ""name"": ""\u010cesk\u00fd""}, {""iso_639_1"": ""en"", ""name"": ""English""}]",-0.505109315,-0.713244949,-0.517260639,-0.443240112,-0.348305412,-0.244574405
"[{""id"": 14, ""name"": ""Fantasy""}, {""id"": 27, ""name"": ""Horror""}, {""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 878, ""name"": ""Science Fiction""}]",19901,en,"[{""name"": ""Lionsgate"", ""id"": 1632}, {""name"": ""Furst Films"", ""id"": 3135}, {""name"": ""Pictures in Paradise"", ""id"": 3207}, {""name"": ""Pacific Film and Television Commission"", ""id"": 4024}, {""name"": ""Australian Film Finance Corporation (AFFC)"", ""id"": 8724}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}, {""iso_3166_1"": ""AU"", ""name"": ""Australia""}]",Tuesday,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",-0.189394104,-0.222114655,0.205141819,-0.045535907,-0.392529846,-0.077156053
"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",34016,en,"[{""name"": ""DreamWorks SKG"", ""id"": 27}, {""name"": ""Mosaic"", ""id"": 54634}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",Thursday,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",-0.19944424,-0.222114655,-0.167061103,-0.133824621,-0.127183244,-0.160865229
"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",59860,en,"[{""name"": ""Dune Entertainment"", ""id"": 444}, {""name"": ""Regency Enterprises"", ""id"": 508}, {""name"": ""Fox 2000 Pictures"", ""id"": 711}, {""name"": ""DiNovi Pictures"", ""id"": 813}, {""name"": ""Dune Entertainment III"", ""id"": 6332}, {""name"": ""Blossom Films"", ""id"": 32537}]","[{""iso_3166_1"": ""HU"", ""name"": ""Hungary""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",Friday,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",-0.398113673,-0.222114655,-0.133739964,-0.078745423,0.093938924,-0.077156053
"[{""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}]",10069,en,"[{""name"": ""Spyglass Entertainment"", ""id"": 158}, {""name"": ""Hollywood Pictures"", ""id"": 915}, {""name"": ""Endgame Entertainment"", ""id"": 1205}, {""name"": ""Wonderland Sound and Vision"", ""id"": 4022}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",Friday,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",-0.338674478,-0.492236317,-0.538940169,-0.433520254,-0.304080979,-0.663120286
"[{""id"": 10749, ""name"": ""Romance""}, {""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 37, ""name"": ""Western""}, {""id"": 18, ""name"": ""Drama""}]",9588,en,"[{""name"": ""Pathe"", ""id"": 7396}, {""name"": ""Metro-Goldwyn-Mayer (MGM)"", ""id"": 8411}]","[{""iso_3166_1"": ""AU"", ""name"": ""Australia""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",Wednesday,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",-0.505109315,-0.713244949,-0.318427731,-0.462679829,0.53618326,0.341389828
"[{""id"": 10751, ""name"": ""Family""}, {""id"": 16, ""name"": ""Animation""}]",12819,en,"[{""name"": ""Lions Gate Family Entertainment"", ""id"": 6574}, {""name"": ""Relativity Media"", ""id"": 7295}, {""name"": ""Crest Animation Productions"", ""id"": 21234}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}, {""iso_3166_1"": ""IN"", ""name"": ""India""}]",Friday,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",-0.263793463,-0.222114655,-0.288889989,-0.458629888,-0.834774182,-0.663120286
"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 27, ""name"": ""Horror""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 53, ""name"": ""Thriller""}]",9954,en,"[{""name"": ""Screen Gems, Inc."", ""id"": 127}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",Friday,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",-0.274247591,-0.222114655,-0.178758186,-0.325791824,-0.436754279,-0.746829462
"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]",10115,en,"[{""name"": ""Spyglass Entertainment"", ""id"": 158}, {""name"": ""Touchstone Pictures"", ""id"": 9195}, {""name"": ""Kaltenbach Pictures"", ""id"": 62367}]","[{""iso_3166_1"": ""DE"", ""name"": ""Germany""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",Friday,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",-0.505109315,-0.713244949,-0.369043997,-0.439190171,-0.08295881,0.173971475
"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]",25132,en,"[{""name"": ""Warner Bros. Pictures"", ""id"": 174}]","[{""iso_3166_1"": ""AE"", ""name"": ""United Arab Emirates""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",Friday,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",-0.327207904,0.269015639,-0.546611875,-0.523428944,-0.790549748,-0.830538639
"[{""id"": 14, ""name"": ""Fantasy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 53, ""name"": ""Thriller""}]",577,en,"[{""name"": ""The Rank Organisation"", ""id"": 364}, {""name"": ""Columbia Pictures Corporation"", ""id"": 441}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",Saturday,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",-0.374414897,-0.222114655,-0.288609444,-0.41732049,-0.038734377,0.50880818
"[{""id"": 9648, ""name"": ""Mystery""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 80, ""name"": ""Crime""}]",328387,en,"[{""name"": ""Lionsgate"", ""id"": 1632}, {""name"": ""Allison Shearmur Productions"", ""id"": 47706}, {""name"": ""Keep Your Head"", ""id"": 79963}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",Wednesday,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",0.008883072,-0.222114655,1.302512953,1.207515834,-0.480978713,0.843644885
"[{""id"": 18, ""name"": ""Drama""}, {""id"": 37, ""name"": ""Western""}, {""id"": 80, ""name"": ""Crime""}]",12690,en,"[{""name"": ""New Line Cinema"", ""id"": 12}, {""name"": ""Groundswell Productions"", ""id"": 4205}, {""name"": ""Axon Films"", ""id"": 21106}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",Friday,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""es"", ""name"": ""Espa\u00f1ol""}]",-0.381004232,-0.222114655,-0.170285169,-0.316881953,0.359285526,0.173971475
"[{""id"": 28, ""name"": ""Action""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}]",9945,en,"[{""name"": ""Columbia Pictures"", ""id"": 5}, {""name"": ""Largo Entertainment"", ""id"": 1644}, {""name"": ""JVC Entertainment Networks"", ""id"": 4248}, {""name"": ""Film Office"", ""id"": 23893}, {""name"": ""Spooky Tooth Productions"", ""id"": 23894}, {""name"": ""Storm King Productions"", ""id"": 23895}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",Wednesday,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""la"", ""name"": ""Latin""}]",-0.505109315,-0.222114655,-0.140681581,-0.352521434,0.04971449,-0.244574405
"[{""id"": 18, ""name"": ""Drama""}, {""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}]",539,en,"[{""name"": ""Paramount Pictures"", ""id"": 4}, {""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""Shamley Productions"", ""id"": 10717}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",Thursday,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",-0.308618036,-0.693429119,2.249626091,1.320104193,0.093938924,1.764445823
"[{""id"": 10749, ""name"": ""Romance""}, {""id"": 35, ""name"": ""Comedy""}]",13596,en,"[{""name"": ""Lionsgate"", ""id"": 1632}, {""name"": ""New Wave Entertainment"", ""id"": 2953}, {""name"": ""Management 360"", ""id"": 4220}, {""name"": ""Terra Firma Films"", ""id"": 7948}, {""name"": ""Superfinger Entertainment"", ""id"": 12020}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",Friday,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",-0.280246488,-0.222114655,-0.136627006,-0.380871021,-0.259856545,-0.57941111
"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",226857,en,"[{""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""Fake Empire"", ""id"": 13204}, {""name"": ""Bluegrass Films"", ""id"": 13778}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",Wednesday,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",-0.295858875,-0.222114655,0.181180245,-0.120054822,-0.171407678,0.50880818
"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",13159,en,"[{""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""Morgan Creek Productions"", ""id"": 10210}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",Friday,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}, {""iso_639_1"": ""de"", ""name"": ""Deutsch""}]",-0.505109315,-0.222114655,-0.427893059,-0.453769959,0.270836658,-0.411992758
"[{""id"": 35, ""name"": ""Comedy""}]",47941,en,[],"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",Friday,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",-0.491001898,-0.222114655,-0.670037127,-0.553398507,-0.392529846,-0.997956991
"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 10749, ""name"": ""Romance""}]",526,en,"[{""name"": ""Twentieth Century Fox Film Corporation"", ""id"": 306}, {""name"": ""Warner Bros."", ""id"": 6194}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",Wednesday,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",-0.391930338,-0.222114655,-0.223851023,-0.348471493,0.624632127,0.592517356
"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10751, ""name"": ""Family""}]",22796,en,"[{""name"": ""Caravan Pictures"", ""id"": 175}, {""name"": ""Hollywood Pictures"", ""id"": 915}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",Friday,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",-0.393026913,-0.222114655,-0.326937206,-0.516949038,0.315061092,0.341389828
"[{""id"": 18, ""name"": ""Drama""}]",2355,en,"[{""name"": ""Columbia Pictures"", ""id"": 5}, {""name"": ""Happy Madison Productions"", ""id"": 2608}, {""name"": ""Sunlight Productions"", ""id"": 3800}, {""name"": ""Relativity Media"", ""id"": 7295}, {""name"": ""Madison 23"", ""id"": 11708}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",Friday,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",-0.368656511,-0.222114655,-0.020885938,-0.288532367,0.757305428,0.843644885
"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 18, ""name"": ""Drama""}]",5915,en,"[{""name"": ""Paramount Vantage"", ""id"": 838}, {""name"": ""River Road Entertainment"", ""id"": 1246}, {""name"": ""Art Linson Productions"", ""id"": 8769}, {""name"": ""Into the Wild"", ""id"": 41051}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",Tuesday,"[{""iso_639_1"": ""da"", ""name"": ""Dansk""}, {""iso_639_1"": ""en"", ""name"": ""English""}]",-0.159682915,-0.344897228,0.69626053,1.907345636,1.818691835,1.429609118
"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",9842,en,"[{""name"": ""Dimension Films"", ""id"": 7405}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",Friday,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",-0.395764565,-0.222114655,-0.416385028,-0.469159735,-0.304080979,-0.411992758
"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 27, ""name"": ""Horror""}, {""id"": 9648, ""name"": ""Mystery""}]",61012,en,"[{""name"": ""Davis-Films"", ""id"": 342}, {""name"": ""Konami Corporation Ltd."", ""id"": 343}]","[{""iso_3166_1"": ""FR"", ""name"": ""France""}, {""iso_3166_1"": ""CA"", ""name"": ""Canada""}]",Wednesday,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",-0.183951713,-0.222114655,0.056588623,-0.209153523,-0.56942758,-0.914247815
"[{""id"": 27, ""name"": ""Horror""}, {""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}]",755,en,"[{""name"": ""A Band Apart"", ""id"": 59}, {""name"": ""Dimension Films"", ""id"": 7405}, {""name"": ""Los Hooligans Productions"", ""id"": 11705}, {""name"": ""Miramax"", ""id"": 53009}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",Friday,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""es"", ""name"": ""Espa\u00f1ol""}]",-0.346463386,-0.246671169,1.341730438,0.739342656,0.04971449,0.676226532
"[{""id"": 16, ""name"": ""Animation""}, {""id"": 10751, ""name"": ""Family""}]",13682,en,"[{""name"": ""Walt Disney Pictures"", ""id"": 2}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",Friday,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",-0.505109315,-0.713244949,-0.391642762,-0.487789463,-1.719262854,0.257680652
"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",9089,en,"[{""name"": ""Paramount Pictures"", ""id"": 4}, {""name"": ""Egg Pictures"", ""id"": 802}, {""name"": ""PolyGram Filmed Entertainment"", ""id"": 1382}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",Thursday,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""es"", ""name"": ""Espa\u00f1ol""}]",-0.397535442,-0.713244949,-0.548791772,-0.527478885,-0.171407678,0.173971475
"[{""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 14, ""name"": ""Fantasy""}]",9470,cn,"[{""name"": ""Columbia Pictures"", ""id"": 5}]","[{""iso_3166_1"": ""CN"", ""name"": ""China""}, {""iso_3166_1"": ""HK"", ""name"": ""Hong Kong""}]",Tuesday,"[{""iso_639_1"": ""cn"", ""name"": ""\u5e7f\u5dde\u8bdd / \u5ee3\u5dde\u8a71""}]",0.114540946,-0.222114655,-0.246201773,0.114031767,-0.348305412,0.927354061
"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]",18357,en,"[{""name"": ""Walt Disney Pictures"", ""id"": 2}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",Friday,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",-0.505109315,0.146233066,-0.458374772,-0.54286866,-0.834774182,-1.500212048
"[{""id"": 18, ""name"": ""Drama""}]",7979,en,"[{""name"": ""DreamWorks SKG"", ""id"": 27}, {""name"": ""MacDonald/Parkes Productions"", ""id"": 384}, {""name"": ""Sidney Kimmel Entertainment"", ""id"": 737}, {""name"": ""Neal Street Productions"", ""id"": 1522}, {""name"": ""China Film Co-Production Corporation"", ""id"": 2269}, {""name"": ""Wonderland Films"", ""id"": 2299}, {""name"": ""Participant Media"", ""id"": 6735}, {""name"": ""Ebeling Group"", ""id"": 11392}, {""name"": ""Beijing Happy Pictures Cultural Communications Co."", ""id"": 11553}, {""name"": ""Kite Runner Holdings"", ""id"": 29031}]","[{""iso_3166_1"": ""CN"", ""name"": ""China""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",Sunday,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""pt"", ""name"": ""Portugu\u00eas""}, {""iso_639_1"": ""ps"", ""name"": ""\u067e\u069a\u062a\u0648""}, {""iso_639_1"": ""ru"", ""name"": ""P\u0443\u0441\u0441\u043a\u0438\u0439""}, {""iso_639_1"": ""ur"", ""name"": ""\u0627\u0631\u062f\u0648""}]",-0.055168559,-0.222114655,-0.347163472,-0.239933075,0.934203163,1.011063237
"[{""id"": 18, ""name"": ""Drama""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 53, ""name"": ""Thriller""}]",470,en,"[{""name"": ""This Is That Productions"", ""id"": 10059}, {""name"": ""Y Productions"", ""id"": 10887}, {""name"": ""Mediana Productions Filmgesellschaft"", ""id"": 10888}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",Saturday,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",-0.134061085,-0.222114655,0.337906615,0.184500741,0.757305428,0.927354061
"[{""id"": 28, ""name"": ""Action""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",15644,en,"[{""name"": ""Icon Productions"", ""id"": 152}, {""name"": ""Twentieth Century Fox Film Corporation"", ""id"": 306}, {""name"": ""Icon Entertainment International"", ""id"": 4564}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",Friday,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""es"", ""name"": ""Espa\u00f1ol""}]",-0.403144077,-0.222114655,-0.387948187,-0.516949038,-1.011671916,-0.244574405
"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",9582,en,"[{""name"": ""Metro-Goldwyn-Mayer (MGM)"", ""id"": 8411}, {""name"": ""David Ladd Films"", ""id"": 21447}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",Friday,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",-0.39806969,-0.222114655,-0.499595832,-0.491839404,-0.259856545,-0.663120286
"[{""id"": 18, ""name"": ""Drama""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}, {""id"": 10751, ""name"": ""Family""}]",10642,en,"[{""name"": ""Columbia Pictures"", ""id"": 5}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",Friday,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",-0.505109315,-0.713244949,-0.511615545,-0.461869841,-0.392529846,-0.914247815
"[{""id"": 99, ""name"": ""Documentary""}]",22074,en,"[{""name"": ""The Weinstein Company"", ""id"": 308}, {""name"": ""Paramount Vantage"", ""id"": 838}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",Sunday,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""pl"", ""name"": ""Polski""}]",-0.398043004,-0.222114655,-0.345458138,-0.423800395,0.580407694,0.759935709
"[{""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}]",2428,en,"[{""name"": ""George Stevens Productions"", ""id"": 13579}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",Monday,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",-0.410097596,-0.222114655,-0.580862402,-0.525858908,4.074137949,0.341389828
